Payer,Provider,Procedure_Code,Description,Contract_Rate,Effective_Date,Term_Length,Region
Cigna,NYU Langone Health,99215,Office/Outpatient Visit (Level 5),$165.26,01-01-2024,24,Southeast
Cigna,NYU Langone Health,93000,Electrocardiogram (ECG),$49.55,01-03-2024,24,Northeast
Cigna,NYU Langone Health,70450,CT Scan of Head/Brain,$250.76,01-09-2024,12,West
Cigna,NYU Langone Health,80053,Comprehensive Metabolic Panel,$25.12,01-05-2024,36,Northeast
Cigna,NYU Langone Health,85025,Complete Blood Count (CBC),$24.05,01-12-2024,36,Northeast
Cigna,NYU Langone Health,71045,Chest X-Ray,$64.01,01-06-2024,12,Northeast
Cigna,NYU Langone Health,99283,Emergency Dept Visit - Moderate,$208.04,01-08-2024,24,Northeast
Cigna,NYU Langone Health,99284,Emergency Dept Visit - High,$322.82,01-09-2024,36,Midwest
Cigna,NYU Langone Health,97110,Physical Therapy - 15 mins,$28.61,01-05-2024,36,West
Cigna,NYU Langone Health,36415,Blood Draw/Venipuncture,$14.91,01-03-2024,24,Southeast
Cigna,NYU Langone Health,90471,Vaccine Administration,$31.93,01-09-2024,36,Southeast
Cigna,NYU Langone Health,90213,Immunization,$75.19,01-08-2024,24,Midwest
Cigna,UCLA Medical Center,99213,Office/Outpatient Visit (Level 3),$88.95,01-12-2024,36,Southwest
Cigna,UCLA Medical Center,99214,Office/Outpatient Visit (Level 4),$132.31,01-03-2024,24,Southwest
Cigna,UCLA Medical Center,99215,Office/Outpatient Visit (Level 5),$196.11,01-07-2024,12,Southeast
Cigna,UCLA Medical Center,93000,Electrocardiogram (ECG),$46.27,01-08-2024,36,West
Cigna,UCLA Medical Center,70450,CT Scan of Head/Brain,$299.91,01-11-2024,12,Southeast
Cigna,UCLA Medical Center,80053,Comprehensive Metabolic Panel,$28.92,01-12-2024,36,Southeast
Cigna,UCLA Medical Center,85025,Complete Blood Count (CBC),$21.51,01-04-2024,36,Northeast
Cigna,UCLA Medical Center,71045,Chest X-Ray,$53.26,01-10-2024,36,Midwest
Cigna,UCLA Medical Center,99283,Emergency Dept Visit - Moderate,$175.41,01-10-2024,36,West
Cigna,UCLA Medical Center,99284,Emergency Dept Visit - High,$367.53,01-02-2024,24,Northeast
Cigna,UCLA Medical Center,97110,Physical Therapy - 15 mins,$44.26,01-02-2024,12,Northeast
Cigna,UCLA Medical Center,36415,Blood Draw/Venipuncture,$19.12,01-02-2024,24,Southeast
Cigna,UCLA Medical Center,90471,Vaccine Administration,$48.75,01-02-2024,12,West
Cigna,UCLA Medical Center,90213,Immunization,$91.43,01-06-2024,12,West
Cigna,Mount Sinai Health,99213,Office/Outpatient Visit (Level 3),$81.61,01-02-2024,36,Northeast
Cigna,Mount Sinai Health,99214,Office/Outpatient Visit (Level 4),$110.43,01-06-2024,12,Northeast
Cigna,Mount Sinai Health,99215,Office/Outpatient Visit (Level 5),$156.07,01-03-2024,12,West
Cigna,Mount Sinai Health,93000,Electrocardiogram (ECG),$46.61,01-03-2024,36,Southwest
Cigna,Mount Sinai Health,70450,CT Scan of Head/Brain,$261.22,01-06-2024,36,West
Cigna,Mount Sinai Health,80053,Comprehensive Metabolic Panel,$23.07,01-05-2024,12,Southeast
Cigna,Mount Sinai Health,85025,Complete Blood Count (CBC),$23.35,01-07-2024,36,Southeast
Cigna,Mount Sinai Health,71045,Chest X-Ray,$56.53,01-02-2024,24,Midwest
Cigna,Mount Sinai Health,99283,Emergency Dept Visit - Moderate,$191.69,01-04-2024,12,Southeast
Cigna,Mount Sinai Health,99284,Emergency Dept Visit - High,$358.11,01-08-2024,24,Northeast
Cigna,Mount Sinai Health,97110,Physical Therapy - 15 mins,$34.31,01-03-2024,12,Northeast
Cigna,Mount Sinai Health,36415,Blood Draw/Venipuncture,$12.48,01-08-2024,36,Northeast
Cigna,Mount Sinai Health,90471,Vaccine Administration,$44.98,01-09-2024,12,Midwest
Cigna,Mount Sinai Health,90213,Immunization,$93.61,01-11-2024,24,Northeast
Humana,Memorial Health System,99213,Office/Outpatient Visit (Level 3),$73.77,01-07-2024,12,West
Humana,Memorial Health System,99214,Office/Outpatient Visit (Level 4),$114.13,01-07-2024,24,Midwest
Humana,Memorial Health System,99215,Office/Outpatient Visit (Level 5),$140.13,01-07-2024,36,Northeast
Humana,Memorial Health System,93000,Electrocardiogram (ECG),$51.05,01-12-2024,24,Midwest
Humana,Memorial Health System,70450,CT Scan of Head/Brain,$319.39,01-02-2024,36,Southeast
Humana,Memorial Health System,80053,Comprehensive Metabolic Panel,$28.68,01-06-2024,12,Southeast
Humana,Memorial Health System,85025,Complete Blood Count (CBC),$17.24,01-09-2024,24,West
Humana,Memorial Health System,71045,Chest X-Ray,$55.46,01-02-2024,36,Southwest
Humana,Memorial Health System,99283,Emergency Dept Visit - Moderate,$171.25,01-03-2024,12,Southwest
Humana,Memorial Health System,99284,Emergency Dept Visit - High,$315.59,01-07-2024,12,Southeast
Humana,Memorial Health System,97110,Physical Therapy - 15 mins,$26.73,01-02-2024,36,Midwest
Humana,Memorial Health System,36415,Blood Draw/Venipuncture,$16.66,01-11-2024,24,West
Humana,Memorial Health System,90471,Vaccine Administration,$42.16,01-03-2024,12,Northeast
Humana,Memorial Health System,90213,Immunization,$68.10,01-11-2024,24,Southwest
Humana,Cleveland Clinic,99213,Office/Outpatient Visit (Level 3),$76.79,01-10-2024,24,Midwest
Humana,Cleveland Clinic,99214,Office/Outpatient Visit (Level 4),$105.93,01-01-2024,12,Midwest
Humana,Cleveland Clinic,99215,Office/Outpatient Visit (Level 5),$145.81,01-03-2024,12,Midwest
Humana,Cleveland Clinic,93000,Electrocardiogram (ECG),$47.57,01-02-2024,24,Southeast
Humana,Cleveland Clinic,70450,CT Scan of Head/Brain,$304.60,01-04-2024,12,Southeast
Humana,Cleveland Clinic,80053,Comprehensive Metabolic Panel,$23.63,01-03-2024,24,Midwest
Humana,Cleveland Clinic,85025,Complete Blood Count (CBC),$18.61,01-07-2024,12,Midwest
Humana,Cleveland Clinic,71045,Chest X-Ray,$56.42,01-06-2024,12,Northeast
Humana,Cleveland Clinic,99283,Emergency Dept Visit - Moderate,$216.51,01-05-2024,24,Southwest
Humana,Cleveland Clinic,99284,Emergency Dept Visit - High,$347.51,01-11-2024,12,Southwest
Humana,Cleveland Clinic,97110,Physical Therapy - 15 mins,$31.88,01-10-2024,24,Southeast
Humana,Cleveland Clinic,36415,Blood Draw/Venipuncture,$12.69,01-04-2024,12,Northeast
Humana,Cleveland Clinic,90471,Vaccine Administration,$47.10,01-11-2024,36,West
Humana,Cleveland Clinic,90213,Immunization,$86.80,01-12-2024,24,Northeast
Humana,Mayo Medical Group,99213,Office/Outpatient Visit (Level 3),$75.68,01-02-2024,12,Southwest
Humana,Mayo Medical Group,99214,Office/Outpatient Visit (Level 4),$115.66,01-06-2024,36,Southwest
Humana,Mayo Medical Group,99215,Office/Outpatient Visit (Level 5),$172.11,01-07-2024,36,Midwest
Humana,Mayo Medical Group,93000,Electrocardiogram (ECG),$42.96,01-10-2024,12,West
Humana,Mayo Medical Group,70450,CT Scan of Head/Brain,$305.94,01-07-2024,12,Northeast
Humana,Mayo Medical Group,80053,Comprehensive Metabolic Panel,$27.67,01-01-2024,12,Midwest
Humana,Mayo Medical Group,85025,Complete Blood Count (CBC),$18.34,01-08-2024,24,Midwest
Humana,Mayo Medical Group,71045,Chest X-Ray,$45.74,01-01-2024,36,Southeast
Humana,Mayo Medical Group,99283,Emergency Dept Visit - Moderate,$153.49,01-04-2024,24,Southwest
Humana,Mayo Medical Group,99284,Emergency Dept Visit - High,$296.81,01-09-2024,24,Southwest
Humana,Mayo Medical Group,97110,Physical Therapy - 15 mins,$28.42,01-02-2024,24,Northeast
Humana,Mayo Medical Group,36415,Blood Draw/Venipuncture,$16.19,01-07-2024,12,Northeast
Humana,Mayo Medical Group,90471,Vaccine Administration,$38.82,01-12-2024,12,Midwest
Humana,Mayo Medical Group,90213,Immunization,$90.30,01-01-2024,12,Northeast
Humana,Kaiser Permanente,99213,Office/Outpatient Visit (Level 3),$70.95,01-04-2024,36,Southwest
Humana,Kaiser Permanente,99214,Office/Outpatient Visit (Level 4),$109.60,01-12-2024,24,Northeast
Humana,Kaiser Permanente,99215,Office/Outpatient Visit (Level 5),$153.91,01-06-2024,12,Southwest
Humana,Kaiser Permanente,93000,Electrocardiogram (ECG),$51.82,01-05-2024,36,Northeast
Humana,Kaiser Permanente,70450,CT Scan of Head/Brain,$260.01,01-02-2024,36,Southeast
Humana,Kaiser Permanente,80053,Comprehensive Metabolic Panel,$23.75,01-06-2024,12,West
Humana,Kaiser Permanente,85025,Complete Blood Count (CBC),$19.65,01-08-2024,36,Southeast
Humana,Kaiser Permanente,71045,Chest X-Ray,$55.37,01-12-2024,24,Southwest
Humana,Kaiser Permanente,99283,Emergency Dept Visit - Moderate,$195.39,01-04-2024,12,West
Humana,Kaiser Permanente,99284,Emergency Dept Visit - High,$375.09,01-07-2024,24,West
Humana,Kaiser Permanente,97110,Physical Therapy - 15 mins,$41.71,01-02-2024,24,Southwest
Humana,Kaiser Permanente,36415,Blood Draw/Venipuncture,$16.88,01-05-2024,24,West
Humana,Kaiser Permanente,90471,Vaccine Administration,$34.57,01-01-2024,24,West
Humana,Kaiser Permanente,90213,Immunization,$76.05,01-03-2024,36,Southwest
Humana,Johns Hopkins Healthcare,99213,Office/Outpatient Visit (Level 3),$82.62,01-06-2024,24,West
Humana,Johns Hopkins Healthcare,99214,Office/Outpatient Visit (Level 4),$104.77,01-06-2024,12,West
Humana,Johns Hopkins Healthcare,99215,Office/Outpatient Visit (Level 5),$141.02,01-12-2024,12,Southwest
Humana,Johns Hopkins Healthcare,93000,Electrocardiogram (ECG),$49.13,01-01-2024,36,Northeast
Humana,Johns Hopkins Healthcare,70450,CT Scan of Head/Brain,$282.88,01-07-2024,12,Midwest
Humana,Johns Hopkins Healthcare,80053,Comprehensive Metabolic Panel,$23.40,01-05-2024,36,Southeast
Humana,Johns Hopkins Healthcare,85025,Complete Blood Count (CBC),$22.81,01-06-2024,12,Northeast
Humana,Johns Hopkins Healthcare,71045,Chest X-Ray,$46.62,01-10-2024,24,West
Humana,Johns Hopkins Healthcare,99283,Emergency Dept Visit - Moderate,$179.11,01-08-2024,24,Southeast
Humana,Johns Hopkins Healthcare,99284,Emergency Dept Visit - High,$349.42,01-09-2024,12,West
Humana,Johns Hopkins Healthcare,97110,Physical Therapy - 15 mins,$36.84,01-08-2024,12,Southwest
Humana,Johns Hopkins Healthcare,36415,Blood Draw/Venipuncture,$15.55,01-02-2024,36,Southeast
Humana,Johns Hopkins Healthcare,90471,Vaccine Administration,$40.71,01-08-2024,36,West
Humana,Johns Hopkins Healthcare,90213,Immunization,$91.42,01-06-2024,12,Southwest
Humana,Massachusetts General Hospital,99213,Office/Outpatient Visit (Level 3),$80.67,01-03-2024,12,Northeast
Humana,Massachusetts General Hospital,99214,Office/Outpatient Visit (Level 4),$105.86,01-06-2024,36,Southeast
Humana,Massachusetts General Hospital,99215,Office/Outpatient Visit (Level 5),$161.80,01-10-2024,12,Midwest
Humana,Massachusetts General Hospital,93000,Electrocardiogram (ECG),$43.93,01-12-2024,36,Midwest
Humana,Massachusetts General Hospital,70450,CT Scan of Head/Brain,$351.00,01-11-2024,12,Northeast
Humana,Massachusetts General Hospital,80053,Comprehensive Metabolic Panel,$29.86,01-12-2024,12,Southeast
Humana,Massachusetts General Hospital,85025,Complete Blood Count (CBC),$18.44,01-10-2024,24,Midwest
Humana,Massachusetts General Hospital,71045,Chest X-Ray,$53.73,01-01-2024,24,Southwest
Humana,Massachusetts General Hospital,99283,Emergency Dept Visit - Moderate,$184.96,01-05-2024,12,West
Humana,Massachusetts General Hospital,99284,Emergency Dept Visit - High,$328.01,01-03-2024,12,West
Humana,Massachusetts General Hospital,97110,Physical Therapy - 15 mins,$40.33,01-04-2024,24,West
Humana,Massachusetts General Hospital,36415,Blood Draw/Venipuncture,$16.14,01-06-2024,36,Northeast
Humana,Massachusetts General Hospital,90471,Vaccine Administration,$43.34,01-09-2024,36,Northeast
Humana,Massachusetts General Hospital,90213,Immunization,$93.94,01-06-2024,36,Southeast
Humana,Stanford Medical Center,99213,Office/Outpatient Visit (Level 3),$78.26,01-10-2024,24,West
Humana,Stanford Medical Center,99214,Office/Outpatient Visit (Level 4),$112.33,01-06-2024,36,Southeast
Humana,Stanford Medical Center,99215,Office/Outpatient Visit (Level 5),$151.43,01-04-2024,12,Southwest
Humana,Stanford Medical Center,93000,Electrocardiogram (ECG),$41.69,01-05-2024,12,Midwest
Humana,Stanford Medical Center,70450,CT Scan of Head/Brain,$275.55,01-12-2024,36,Midwest
Humana,Stanford Medical Center,80053,Comprehensive Metabolic Panel,$22.14,01-02-2024,36,Southeast
Humana,Stanford Medical Center,85025,Complete Blood Count (CBC),$23.03,01-05-2024,12,Southeast
Humana,Stanford Medical Center,71045,Chest X-Ray,$45.72,01-05-2024,12,Southwest
Humana,Stanford Medical Center,99283,Emergency Dept Visit - Moderate,$164.24,01-03-2024,24,Southeast
Humana,Stanford Medical Center,99284,Emergency Dept Visit - High,$358.90,01-05-2024,12,Southwest
Humana,Stanford Medical Center,97110,Physical Therapy - 15 mins,$29.42,01-02-2024,24,Midwest
Humana,Stanford Medical Center,36415,Blood Draw/Venipuncture,$16.55,01-11-2024,12,West
Humana,Stanford Medical Center,90471,Vaccine Administration,$35.31,01-08-2024,12,Northeast
Humana,Stanford Medical Center,90213,Immunization,$73.39,01-11-2024,36,Northeast
Humana,NYU Langone Health,99213,Office/Outpatient Visit (Level 3),$70.19,01-01-2024,24,Midwest
Humana,NYU Langone Health,99214,Office/Outpatient Visit (Level 4),$137.44,01-04-2024,12,West
Humana,NYU Langone Health,99215,Office/Outpatient Visit (Level 5),$195.25,01-08-2024,36,Southeast
Humana,NYU Langone Health,93000,Electrocardiogram (ECG),$54.61,01-04-2024,24,West
Humana,NYU Langone Health,70450,CT Scan of Head/Brain,$358.02,01-08-2024,36,West
Humana,NYU Langone Health,80053,Comprehensive Metabolic Panel,$24.86,01-02-2024,24,Southwest
Humana,NYU Langone Health,85025,Complete Blood Count (CBC),$17.39,01-01-2024,24,Northeast
Humana,NYU Langone Health,71045,Chest X-Ray,$66.08,01-07-2024,24,Southeast
Humana,NYU Langone Health,99283,Emergency Dept Visit - Moderate,$202.51,01-03-2024,36,Southwest
Humana,NYU Langone Health,99284,Emergency Dept Visit - High,$420.18,01-06-2024,24,West
Humana,NYU Langone Health,97110,Physical Therapy - 15 mins,$39.97,01-08-2024,36,Midwest
Humana,NYU Langone Health,36415,Blood Draw/Venipuncture,$15.47,01-12-2024,12,Midwest
Humana,NYU Langone Health,90471,Vaccine Administration,$37.95,01-07-2024,36,Southwest
Humana,NYU Langone Health,90213,Immunization,$87.06,01-05-2024,36,West
Humana,UCLA Medical Center,99213,Office/Outpatient Visit (Level 3),$87.82,01-05-2024,12,West
Humana,UCLA Medical Center,99214,Office/Outpatient Visit (Level 4),$96.50,01-10-2024,24,Northeast
Humana,UCLA Medical Center,99215,Office/Outpatient Visit (Level 5),$181.22,01-03-2024,24,West
Humana,UCLA Medical Center,93000,Electrocardiogram (ECG),$45.19,01-07-2024,12,Southeast
Humana,UCLA Medical Center,70450,CT Scan of Head/Brain,$292.91,01-04-2024,24,Midwest
Humana,UCLA Medical Center,80053,Comprehensive Metabolic Panel,$25.79,01-04-2024,12,Midwest
Humana,UCLA Medical Center,85025,Complete Blood Count (CBC),$20.84,01-09-2024,12,Southwest
Humana,UCLA Medical Center,71045,Chest X-Ray,$63.13,01-07-2024,24,Southeast
Humana,UCLA Medical Center,99283,Emergency Dept Visit - Moderate,$158.43,01-06-2024,12,Southeast
Humana,UCLA Medical Center,99284,Emergency Dept Visit - High,$395.42,01-06-2024,12,Southeast
Humana,UCLA Medical Center,97110,Physical Therapy - 15 mins,$34.45,01-06-2024,12,West
Humana,UCLA Medical Center,36415,Blood Draw/Venipuncture,$14.58,01-02-2024,12,West
Humana,UCLA Medical Center,90471,Vaccine Administration,$42.65,01-05-2024,24,Southeast
Humana,UCLA Medical Center,90213,Immunization,$84.84,01-09-2024,36,Southeast
Humana,Mount Sinai Health,99213,Office/Outpatient Visit (Level 3),$90.78,01-05-2024,12,Southwest
Humana,Mount Sinai Health,99214,Office/Outpatient Visit (Level 4),$115.32,01-04-2024,12,Southwest
Humana,Mount Sinai Health,99215,Office/Outpatient Visit (Level 5),$182.04,01-02-2024,24,Midwest
Humana,Mount Sinai Health,93000,Electrocardiogram (ECG),$48.62,01-06-2024,24,Northeast
Humana,Mount Sinai Health,70450,CT Scan of Head/Brain,$323.67,01-07-2024,24,Southwest
Humana,Mount Sinai Health,80053,Comprehensive Metabolic Panel,$24.66,01-07-2024,36,West
Humana,Mount Sinai Health,85025,Complete Blood Count (CBC),$24.41,01-03-2024,36,Northeast
Humana,Mount Sinai Health,71045,Chest X-Ray,$46.43,01-05-2024,12,Southwest
Humana,Mount Sinai Health,99283,Emergency Dept Visit - Moderate,$214.90,01-07-2024,24,West
Humana,Mount Sinai Health,99284,Emergency Dept Visit - High,$353.40,01-02-2024,36,Midwest
Humana,Mount Sinai Health,97110,Physical Therapy - 15 mins,$28.55,01-06-2024,12,Southeast
Humana,Mount Sinai Health,36415,Blood Draw/Venipuncture,$13.08,01-02-2024,24,Northeast
Humana,Mount Sinai Health,90471,Vaccine Administration,$40.60,01-08-2024,12,Midwest
Humana,Mount Sinai Health,90213,Immunization,$88.32,01-12-2024,12,Northeast
